1,01Starblazer,Not Compromised,train
2,02julioo,Not Compromised,train
3,05Garica,Not Compromised,test
4,10Hoesay10,Not Compromised,train
5,11PatRyan,Not Compromised,train
6,123enoch,Not Compromised,train
7,1BlkGldFan,Not Compromised,train
8,1DreLoco,Not Compromised,train
9,1Jimmy__,Not Compromised,test
10,1demerith,Not Compromised,train
11,1dhailie_,Not Compromised,eval
12,1queenciera,Not Compromised,test
13,1swishaa,Not Compromised,eval
14,209Scumbag,Not Compromised,train
15,216_dezz,Not Compromised,train
16,216saav,Not Compromised,train
17,223Traquad,Not Compromised,test
18,27yearsacripple,Not Compromised,train
19,2BGPod,Not Compromised,train
20,2Brauds_,Not Compromised,train
21,2Chainz_shakur,Not Compromised,train
22,2Chenezz,Not Compromised,train
23,2Dollars_Say,Not Compromised,eval
24,2G_GucciGuWop,Not Compromised,train
25,2Girls1Drizzy,Compromised,train
26,2Paulskie,Not Compromised,train
27,2TrippyMane2013,Not Compromised,train
28,2fab4uhoe_,Not Compromised,train
29,2hott2handle523,Not Compromised,train
30,30_ball,Not Compromised,train
31,310Marja,Compromised,train
32,32_mo,Not Compromised,train
33,33_palmer,Compromised,test
34,3CatGuy,Not Compromised,train
35,3MGawd,Not Compromised,train
36,3ThugNasty7,Not Compromised,test
37,3_18_00,Not Compromised,test
38,3rdConcept,Not Compromised,train
39,420Gibberish,Not Compromised,train
40,42izzy42,Not Compromised,train
41,454ff2114005462,Not Compromised,train
42,48Hourz_,Not Compromised,train
43,4scotttaylor,Not Compromised,eval
44,4thQtr_Ninja,Compromised,train
45,500daysofbryan,Not Compromised,train
46,53kobasko,Not Compromised,eval
47,5_cassie_20,Not Compromised,test
48,63GBPackerfan,Not Compromised,train
49,6Cheeze,Not Compromised,train
50,72brentnerd27,Not Compromised,train
51,769c292e94404b9,Not Compromised,train
52,7mileSWEETS,Not Compromised,train
53,7mile_manman,Not Compromised,train
54,7moondog11,Not Compromised,train
55,7twiceee,Not Compromised,train
56,860Denis,Not Compromised,train
57,86GbodySS,Not Compromised,train
58,877CashNow_,Not Compromised,train
59,88_Younginn,Not Compromised,train
60,8_twb,Not Compromised,train
61,8fergus,Not Compromised,train
62,998_612,Not Compromised,train
63,9ocean6,Not Compromised,train
64,ABG8r,Not Compromised,train
65,ABWebUS,Not Compromised,train
66,ABroForPeace,Not Compromised,train
67,ACD_02,Not Compromised,train
68,ACLUIndiana,Not Compromised,test
69,ACTAViSEAN,Not Compromised,train
70,ADudeCalledDan,Not Compromised,train
71,AGreatTimeOut,Compromised,train
72,AK_Keith75,Not Compromised,train
73,AKlahn,Not Compromised,eval
74,ALBERTOJANCOVI,Not Compromised,test
75,AMJCA99,Not Compromised,train
76,AMiller35,Not Compromised,eval
77,ANnews99,Not Compromised,train
78,ARub1,Not Compromised,train
79,ASAPAntonio,Not Compromised,train
80,ASAP_BRITTY_,Not Compromised,train
81,ASchills23,Not Compromised,test
82,ATLJetLife,Not Compromised,train
83,AVe1a,Compromised,train
84,AVlENDHA,Not Compromised,train
85,AWHarm,Not Compromised,train
86,AWal__,Not Compromised,train
87,AYGAY47,Not Compromised,train
88,AYYYITSKHALEK,Compromised,test
89,A_Garrr,Not Compromised,train
90,A_JayLuck,Not Compromised,train
91,A_Tru_Gentleman,Not Compromised,train
92,Aaerios,Not Compromised,train
93,Aaliyah615_,Not Compromised,train
94,AaronBetts2,Not Compromised,train
95,AaronMcKeehan,Not Compromised,train
96,AaronNKoleda,Not Compromised,eval
97,AaronOlsonGolf,Not Compromised,eval
98,AaronRWilliams2,Not Compromised,train
99,AaronVandenberg,Not Compromised,train
100,AaronWLaBove,Not Compromised,train
101,Aaron_Dawson3,Compromised,train
102,AaronnGee24,Not Compromised,test
103,Aazalia_,Not Compromised,train
104,AbbieRoberts08,Not Compromised,train
105,Abby_Reed3,Not Compromised,train
106,Abbyiscoool,Not Compromised,train
107,AbiGwenBel,Not Compromised,train
108,AbrahamEstrada_,Not Compromised,train
109,AbsintheCafe,Not Compromised,train
110,Accidental_PR,Not Compromised,train
111,AceDave27,Not Compromised,train
112,Ada_Matt,Not Compromised,train
113,AdamZivojnovich,Not Compromised,train
114,Adam_Sharrard,Compromised,train
115,Adamec7543,Not Compromised,train
116,Adellelin,Not Compromised,train
117,Adna_xoxo,Compromised,train
118,Adose_ofvicky,Not Compromised,train
119,AdreanGayton,Not Compromised,train
120,AdventureOfHack,Not Compromised,train
121,Adwannnn,Not Compromised,train
122,African_ByHeart,Not Compromised,train
123,AgentJSeattle,Not Compromised,train
124,AhmedRidha77,Not Compromised,train
125,Ahope30,Not Compromised,train
126,Aiduruss,Compromised,test
127,AintShyt_Sweet,Not Compromised,train
128,Ajlouni011,Not Compromised,train
129,Aka2Rubbas,Compromised,train
130,AkalaNay_,Not Compromised,train
131,AkbarRazaNaqvi,Not Compromised,train
132,AkiaSymone,Not Compromised,train
133,Aktmx,Not Compromised,train
134,AlajaCOLED,Not Compromised,train
135,AlanStump1,Not Compromised,train
136,AlannaOgle,Not Compromised,train
137,AlecHarveyBham,Not Compromised,train
138,Alejandroluisal,Not Compromised,train
139,AlekxiousDiaz,Not Compromised,train
140,AleshiaProf,Not Compromised,train
141,AlexCarpenter7,Not Compromised,train
142,AlexRonaIdo,Not Compromised,train
143,Alex_Craig18,Not Compromised,test
144,Alex_Passa15,Not Compromised,train
145,Alex_Psyril,Not Compromised,train
146,Alex_abraham43,Not Compromised,train
147,AlexaPautzke,Not Compromised,train
148,AlexanderAlpert,Not Compromised,eval
149,AlexanderFN57,Not Compromised,train
150,Alexandria1333,Not Compromised,train
151,Alexboston32,Not Compromised,train
152,AlexisAliyah102,Not Compromised,train
153,AlexisLanaville,Compromised,train
154,Alexxrayy21,Not Compromised,train
155,Alexzfarrell1,Compromised,train
156,AlfonsoHoops,Not Compromised,train
157,Alfredo326,Not Compromised,train
158,AlianaD_,Not Compromised,train
159,AliceForthcomin,Not Compromised,eval
160,AliciaStoneer_,Not Compromised,train
161,AllStateAllTheT,Not Compromised,train
162,AllieMomma99,Not Compromised,train
163,Alloystang,Not Compromised,train
164,AllyElizzabeth,Not Compromised,eval
165,Ally_Saba,Not Compromised,train
166,Almost_Katie,Not Compromised,train
167,Alwaysrightmike,Not Compromised,train
168,AlyCaaatt,Not Compromised,eval
169,AlyRusher13,Not Compromised,train
170,Alyssa_Mahone99,Not Compromised,test
171,Alyssaavilaa,Not Compromised,train
172,Alyssapowernaps,Not Compromised,train
173,AmMcZoe,Not Compromised,train
174,AmandaODT,Not Compromised,train
175,AmandaRWiener,Not Compromised,train
176,AmandaaHowell,Not Compromised,eval
177,AmandaaTovar,Not Compromised,train
178,AmanitaZest,Not Compromised,train
179,AmatoCamato428,Not Compromised,train
180,AmazinnBeauty,Not Compromised,train
181,AmbahWard,Not Compromised,train
182,AmberTai_,Not Compromised,train
183,AmberrrrrTerry,Not Compromised,test
184,Amilken,Not Compromised,train
185,Amisogynist,Not Compromised,train
186,Amity_KDivision,Not Compromised,train
187,AmreetRana,Not Compromised,train
188,AnIowaTeacher,Not Compromised,train
189,Ana121715,Not Compromised,train
190,AnacondaHunga,Not Compromised,train
191,Analesyse_Mommy,Not Compromised,eval
192,AnandSampat,Not Compromised,test
193,AnatoliaHack,Not Compromised,train
194,AndUlikeIt_69,Not Compromised,train
195,And_E_93,Not Compromised,train
196,AndiRocabella,Not Compromised,eval
197,AndraeOvO,Not Compromised,test
198,AndreJacques2,Not Compromised,train
199,AndresMcAvoy1,Not Compromised,train
200,AndrewFloyd17,Not Compromised,train
201,AndrewKTerry,Not Compromised,train
202,AndrewWiskow,Not Compromised,test
203,Andrewjbe,Not Compromised,train
204,AndyWagnerActor,Not Compromised,test
205,Anerdytown,Not Compromised,train
206,Ange1oC,Not Compromised,train
207,AngelChavez666,Compromised,eval
208,AngelinaaaV,Not Compromised,train
209,Angry_Katrina,Not Compromised,eval
210,Anims_Cor_,Not Compromised,train
211,AnitaFelicelli,Not Compromised,train
212,AnitaRezz,Not Compromised,train
213,AnjailMitchell,Not Compromised,train
214,Anna3344,Not Compromised,train
215,AnnaJanczak,Not Compromised,train
216,AnnaMRogers,Not Compromised,train
217,AnnaMaeHoffbeck,Not Compromised,train
218,AnnabelKKelly,Not Compromised,train
219,AnneBell,Not Compromised,train
220,AnneDiPrizio,Not Compromised,train
221,AnneMarieTidwe1,Not Compromised,train
222,Another24Hours,Not Compromised,train
223,AnsleyEudy,Not Compromised,eval
224,AnthPB,Not Compromised,eval
225,Antheezy,Not Compromised,train
226,AnthonyE_HH_MB,Not Compromised,train
227,AnthonyNation,Not Compromised,train
228,AntonioTogee,Compromised,train
229,Anxovo_,Not Compromised,eval
230,Anysizedeals,Not Compromised,eval
231,Apexvs_Edgar_,Not Compromised,train
232,ApoX_FA,Not Compromised,train
233,AppleciderPapi,Compromised,train
234,AprilAlvarez88,Not Compromised,train
235,AquilesRmc,Not Compromised,eval
236,ArcaneStylez,Not Compromised,train
237,ArchReactorSTL,Not Compromised,train
238,Ari_Merk,Not Compromised,eval
239,Arianasalsado,Not Compromised,train
240,ArmanForAll,Not Compromised,train
241,ArrogantMfcka,Not Compromised,eval
242,ArtakBarseghyan,Not Compromised,train
243,Artistgirl01,Not Compromised,train
244,Arturoaguilar25,Not Compromised,eval
245,AshhyAsh_,Not Compromised,train
246,AshiaGisele,Not Compromised,eval
247,AshleyVCrawford,Not Compromised,train
248,Ashley_Sarena,Not Compromised,train
249,AshtonWall,Not Compromised,test
250,Ashwithoutheass,Not Compromised,train
251,AskCherie,Not Compromised,eval
252,AssoftServe,Not Compromised,train
253,Assurable,Not Compromised,train
254,AstoriaSean,Not Compromised,train
255,Atheistican,Not Compromised,train
256,Audaaali,Compromised,test
257,AureliaStephan,Not Compromised,train
258,AustinCoupe,Not Compromised,train
259,Austin_Benford,Not Compromised,train
260,Austin_CP,Not Compromised,eval
261,Austin_tweeps,Compromised,train
262,AutumnNAlston,Not Compromised,train
263,Averybee_,Not Compromised,train
264,AwadaOrange,Not Compromised,train
265,AyNakoItsJILLY,Not Compromised,train
266,AyeStephieLee,Not Compromised,train
267,Ayeee_katelynn,Not Compromised,train
268,Ayo_Kiabriana,Not Compromised,train
269,B4NGERZ__,Not Compromised,train
270,BABYCHARRA,Not Compromised,train
271,BCastOZone,Not Compromised,train
272,BEC_DatAssUp,Not Compromised,train
273,BEX_9,Not Compromised,train
274,BFreeTheatre,Not Compromised,train
275,BIGDOG_Harper,Not Compromised,train
276,BIGGPimpinIAm,Not Compromised,train
277,BI_Video,Not Compromised,train
278,BLAKKKJESUS,Not Compromised,train
279,BLOWPOPMALOLEY,Compromised,eval
280,BLovesM1,Not Compromised,train
281,BOMBAssLonyee,Not Compromised,train
282,BORNagainWARIOR,Not Compromised,train
283,BOSSYassTEE,Not Compromised,eval
284,BREEEDGET,Not Compromised,train
285,BROhanShah,Not Compromised,train
286,BSarow10,Not Compromised,train
287,BTVIgnite,Not Compromised,train
288,BYRDmanjunior_,Not Compromised,train
289,BZDazed,Not Compromised,test
290,B_Reeves_25,Not Compromised,train
291,BabyDarien_,Not Compromised,train
292,BabyMaj17,Not Compromised,train
293,BabyUni_,Not Compromised,train
294,Baby_Girl_1003,Not Compromised,eval
295,Baby_Jesus14,Not Compromised,train
296,Babyface_Steelo,Not Compromised,train
297,BabyyKyliee,Not Compromised,train
298,BacPac24,Not Compromised,train
299,Back_Tabak,Not Compromised,train
300,BadAsx__Jay,Not Compromised,train
301,BadgerASF,Not Compromised,train
302,Bainst06,Not Compromised,train
303,BairRyan,Not Compromised,train
304,BakhtiarMK,Not Compromised,train
305,Ballgame_Gotti,Not Compromised,train
306,BalloutQueen,Not Compromised,train
307,BandJolliff,Not Compromised,train
308,BangaIi_,Compromised,eval
309,BarackObamaLies,Not Compromised,test
310,BarenMater,Not Compromised,train
311,BaruYogesh,Not Compromised,train
312,Based_Javvv,Not Compromised,train
313,BasicChuyy_,Not Compromised,train
314,Bbbrrianna,Not Compromised,train
315,BeaDana61600,Compromised,eval
316,BeachDan,Not Compromised,test
317,BeachyKate69,Not Compromised,train
318,BeastyBthyName,Not Compromised,train
319,Beatrizmartha2,Not Compromised,train
320,BeazMarlene,Not Compromised,train
321,BeckwithSydney,Not Compromised,train
322,BeeDuhb,Not Compromised,train
323,BeeHester_Raw,Not Compromised,test
324,Beeeeee_White,Not Compromised,train
325,BeeyaEm,Not Compromised,train
326,BeingNOLA,Not Compromised,train
327,Belieber_yasp,Not Compromised,train
328,Bellaheras,Not Compromised,train
329,Bemillionaire,Not Compromised,train
330,BenHillmon,Not Compromised,train
331,BenVeazeyLogic,Not Compromised,train
332,Ben_Gutierrez8,Not Compromised,train
333,BenjiCool_,Not Compromised,train
334,Berardi_Greg,Compromised,train
335,Berg_Abroad,Not Compromised,eval
336,Bergenboy,Not Compromised,train
337,Bermisrugged,Compromised,test
338,BertJones99,Not Compromised,train
339,BevGotTheHoes,Not Compromised,train
340,BevidaBorja,Not Compromised,train
341,BezzalJay,Not Compromised,train
342,Bezzing,Not Compromised,train
343,BhadLulBabe,Compromised,train
344,BiGbAdBeNyO,Not Compromised,train
345,BiHiRiverOfLife,Not Compromised,test
346,Bianka_Ramirez0,Not Compromised,train
347,BiebsFtCashMB,Not Compromised,test
348,BigBadBumgarner,Not Compromised,test
349,BigBroNas,Compromised,train
350,BigChigga,Not Compromised,train
351,BigGucciMason_,Not Compromised,test
352,BigHarp32,Not Compromised,test
353,BigPoppa610,Not Compromised,train
354,BigRoxx,Not Compromised,train
355,BigShaun,Not Compromised,train
356,Big_C_Giles,Not Compromised,train
357,Big_C_Richy23,Not Compromised,train
358,Big_Daddy_Shaq_,Not Compromised,train
359,Big_Jazz_Boy,Not Compromised,train
360,Bigbaby_Flores,Not Compromised,train
361,Biggy1883,Not Compromised,eval
362,BillCompton10,Not Compromised,train
363,BillGracia,Not Compromised,train
364,BillTrenton,Not Compromised,train
365,Bill_King_,Not Compromised,train
366,BillyMcSilly,Not Compromised,train
367,BillyOR21,Not Compromised,test
368,Billy_Elkins,Not Compromised,train
369,Billyweig,Not Compromised,train
370,BishopJones51,Not Compromised,train
371,BitOBaca,Not Compromised,train
372,Bitch_TyMyShoe,Not Compromised,train
373,BitchyLexx,Not Compromised,train
374,BiyannM,Compromised,train
375,BlackDannyOcean,Not Compromised,train
376,BlackPplVines,Not Compromised,train
377,Blackeey_Chan,Compromised,train
378,Blackinese_,Not Compromised,train
379,Blackk_Jesuss,Not Compromised,train
380,BlakeBaldwin_,Not Compromised,train
381,Blake_Babbles,Not Compromised,train
382,BlasianEyes,Not Compromised,train
383,Bleach_Baby,Not Compromised,train
384,Blessed_boi_Dom,Not Compromised,train
385,Blitzkrieg_exe,Not Compromised,train
386,BloodstainLane,Not Compromised,train
387,BluSthil,Not Compromised,train
388,BlueBlancRage,Not Compromised,test
389,BluntDoc_,Not Compromised,train
390,BlvckPyramid_,Not Compromised,train
391,BmillEmil,Not Compromised,train
392,BmxNosam,Not Compromised,train
393,Bon_Qui_Quii,Not Compromised,eval
394,Bondboy7799,Not Compromised,train
395,Boobie_Mack,Not Compromised,train
396,Boogeyman1979,Not Compromised,train
397,BootyMeLxrry,Not Compromised,train
398,BoricuaProblemz,Not Compromised,train
399,Boss__Status,Not Compromised,train
400,BostonRocks,Not Compromised,train
401,Bound_To_Win,Not Compromised,train
402,BowwowInsane,Not Compromised,test
403,BoxingInsider,Not Compromised,test
404,BradBedlion,Not Compromised,train
405,BradEYoung,Not Compromised,eval
406,BradenVining22,Not Compromised,train
407,BrandonEPD,Compromised,train
408,BrandonToledo,Not Compromised,train
409,Brandyyyx3,Not Compromised,train
410,Braxtonos28,Not Compromised,train
411,Brazilianbb,Not Compromised,train
412,Bre3zyBray,Not Compromised,test
413,BreezeOhare,Not Compromised,train
414,Breezy_Baby33,Not Compromised,test
415,Breitlingmax,Not Compromised,train
416,Brentsherk,Compromised,train
417,BreonaJ_,Not Compromised,train
418,BrettBosinski,Not Compromised,train
419,BrettRedacted,Not Compromised,train
420,BrianWanta,Not Compromised,train
421,Brianchick405,Not Compromised,train
422,BriePingitore,Not Compromised,train
423,BrierHansen,Compromised,train
424,BrigBerry,Compromised,eval
425,Briiotchhx21,Not Compromised,eval
426,BriseydaMonje,Not Compromised,train
427,Britta_boo_72,Not Compromised,train
428,BrittanyBarkus,Not Compromised,train
429,BrittanyNycz,Not Compromised,train
430,BroThatsDanni,Compromised,train
431,BroadcasterZach,Compromised,train
432,Brob2times,Not Compromised,train
433,Brookiebuuurr,Not Compromised,train
434,BrooklynWinery,Not Compromised,train
435,BrosConfessions,Not Compromised,eval
436,BrownBerryGirl,Not Compromised,eval
437,BruceBixler49,Not Compromised,train
438,BryanSkates6,Not Compromised,train
439,BsmittyUS3,Not Compromised,eval
440,Bucket_Filler,Not Compromised,train
441,BukhLawFirm,Not Compromised,train
442,Bundie_23,Not Compromised,train
443,Burdmew,Not Compromised,train
444,BurgerBryce,Not Compromised,train
445,Bwagsports,Not Compromised,train
446,Bwaid_beats,Not Compromised,test
447,ByrdsTheWord87,Not Compromised,train
448,CAC7893,Not Compromised,train
449,CALD_emileo,Not Compromised,train
450,CALLmeFacey,Not Compromised,test
451,CBriOfficial,Not Compromised,train
452,CG_031,Not Compromised,train
453,CHADILLAC_910,Not Compromised,train
454,CJBonesack,Not Compromised,train
455,CJD02,Not Compromised,train
456,CJWray01,Not Compromised,train
457,CKYCourt,Not Compromised,train
458,CKasinec8,Not Compromised,test
459,COMBACK_kid91,Not Compromised,train
460,CSURAM88,Not Compromised,train
461,CSquard11,Not Compromised,train
462,CStoyle,Compromised,train
463,CTizii,Not Compromised,eval
464,CURLZ_92,Not Compromised,train
465,CUTC_Team,Not Compromised,train
466,C_Sully11,Not Compromised,train
467,C_Topps,Not Compromised,train
468,C_shaaady,Not Compromised,eval
469,Caarlos_Paz,Not Compromised,train
470,CabreraAbe,Not Compromised,train
471,Cait_DaGreat,Not Compromised,train
472,Caitlyn_davis11,Compromised,eval
473,CalebDobosh,Not Compromised,test
474,CalebKnaak,Not Compromised,train
475,CalebUn_,Not Compromised,train
476,Caleb_W32,Not Compromised,train
477,CaliKidWarren,Not Compromised,train
478,CallMeShini,Not Compromised,train
479,CallMe_Shek,Not Compromised,train
480,CalliCollie,Not Compromised,train
481,CamJewton,Not Compromised,train
482,CamReamer,Compromised,train
483,CanadianBasics,Not Compromised,train
484,CandiceTanishaB,Not Compromised,test
485,CanduCreative,Not Compromised,eval
486,Cantu5Andy,Not Compromised,eval
487,CaptainCalliope,Not Compromised,test
488,CarFreeBrad,Not Compromised,train
489,CareBearLexx,Not Compromised,train
490,Caribbeanlady03,Not Compromised,train
491,CarinaIsabella1,Not Compromised,train
492,CarlieLambert1,Not Compromised,train
493,Carlos0418,Not Compromised,train
494,Carlos_Espinal7,Not Compromised,train
495,Carmilooooo,Compromised,train
496,Carr_mine1026,Not Compromised,train
497,CarrieYeakey,Not Compromised,test
498,CarriesTheFire,Not Compromised,train
499,Carrillo2121,Not Compromised,train
500,Casanova_ced,Not Compromised,train
501,Caseapoo,Compromised,train
502,CaseyOHiggins,Not Compromised,train
503,Casey_Marieee,Not Compromised,train
504,CassidyMattox,Compromised,eval
505,CassidyRenner_9,Not Compromised,train
506,Cassidy_Bolt,Not Compromised,train
507,Cassouu___,Not Compromised,train
508,CatPearTree,Not Compromised,train
509,CataCarryOn,Not Compromised,eval
510,CayleeFaith,Not Compromised,train
511,CayleeMitchell_,Not Compromised,train
512,Caymon_cider,Not Compromised,train
513,CeceF,Not Compromised,test
514,CedoNDaCut,Not Compromised,train
515,CeeWorlds,Not Compromised,train
516,CelestialNubian,Not Compromised,train
517,CelinaKaur,Not Compromised,train
518,Celinneeeyyyy,Not Compromised,train
519,CenaNattie4life,Not Compromised,train
520,CentenoMaggy,Not Compromised,test
521,CesarLucero8,Not Compromised,train
522,ChadGwathney,Not Compromised,train
523,ChanceTheActor,Not Compromised,train
524,ChaneyCollin98,Not Compromised,train
525,ChaseShannon19,Not Compromised,test
526,ChasityCoker,Not Compromised,train
527,ChayBae_,Not Compromised,train
528,Cheerguy2000,Not Compromised,train
529,CheesyAce,Compromised,train
530,Chef_Boyaree,Not Compromised,train
531,Cheyenneee_27,Not Compromised,train
532,ChezWhizzz,Not Compromised,train
533,ChiCityPonch,Not Compromised,train
534,Chickmagnet300,Not Compromised,train
535,Chilloutgrier_,Compromised,test
536,ChollandChris,Not Compromised,test
537,ChonnnChonn,Not Compromised,train
538,ChoochDaChiefer,Not Compromised,test
539,ChrisCole0526,Not Compromised,train
540,ChrisDJC4,Not Compromised,test
541,ChrisMcMuffn,Not Compromised,train
542,ChrisNovakSBN,Compromised,train
543,ChrisSteez_,Compromised,test
544,ChristianAlbuq1,Compromised,test
545,ChristyHeath78,Not Compromised,train
546,Chronormi,Not Compromised,train
547,ChubbyChase214,Not Compromised,train
548,Ciaira_D,Not Compromised,train
549,CiarraJamie_17,Not Compromised,train
550,CierraDelFuego,Compromised,test
551,CindyCindylue81,Not Compromised,train
552,CityFlyer502,Not Compromised,train
553,CivicByDesign,Not Compromised,train
554,Ckandrew14,Not Compromised,train
555,ClaireCabello,Not Compromised,test
556,Clairehasflare,Not Compromised,train
557,Claritybear,Not Compromised,train
558,ClickWhisperer,Not Compromised,train
559,Clineworld,Not Compromised,train
560,Clyde_94,Not Compromised,train
561,CoachFaus15,Not Compromised,train
562,CoachHitsch,Not Compromised,train
563,CoachPaul89,Not Compromised,eval
564,Coach_Reed14,Not Compromised,train
565,CocoEanes,Not Compromised,test
566,Cody_Wayne20,Not Compromised,test
567,Codyrk,Not Compromised,train
568,CoffeeAndKarima,Not Compromised,train
569,ColdAsHalla,Not Compromised,train
570,ColinMcDonnell1,Not Compromised,train
571,ColleenieMarie_,Not Compromised,train
572,CollinMcquade,Not Compromised,train
573,Colombiano_527,Not Compromised,train
574,ColonelTamar,Not Compromised,train
575,ColorMe__Moe,Not Compromised,train
576,ColossalCam,Not Compromised,train
577,CommasOvaConvos,Not Compromised,train
578,ComputerThug,Compromised,train
